INFO 2026-04-01 14:03:34,461 autoreload 20692 24324 Watching for file changes with StatReloader
INFO 2026-04-01 14:06:25,030 basehttp 20692 284 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:06:27,416 basehttp 20692 284 "GET /admin/favorites/favorite/add/ HTTP/1.1" 200 14465
INFO 2026-04-01 14:06:27,512 basehttp 20692 284 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:15,237 autoreload 25884 21648 Watching for file changes with StatReloader
INFO 2026-04-01 14:14:23,144 basehttp 25884 10588 "GET /admin/favorites/favorite/add/ HTTP/1.1" 200 15645
INFO 2026-04-01 14:14:23,233 basehttp 25884 10588 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,234 basehttp 25884 6528 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,258 basehttp 25884 8212 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,278 basehttp 25884 8212 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,284 basehttp 25884 6528 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,296 basehttp 25884 18164 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,300 basehttp 25884 16172 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:23,612 basehttp 25884 16172 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:23,613 basehttp 25884 18164 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:30,722 basehttp 25884 18164 "GET /admin/payments/payment/ HTTP/1.1" 200 17759
INFO 2026-04-01 14:14:30,799 basehttp 25884 18164 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:42,303 basehttp 25884 18164 "GET /admin/properties/propertyimage/ HTTP/1.1" 200 11903
INFO 2026-04-01 14:14:42,376 basehttp 25884 18164 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,395 basehttp 25884 6528 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,396 basehttp 25884 8212 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,401 basehttp 25884 10588 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,404 basehttp 25884 18164 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,407 basehttp 25884 16172 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:42,412 basehttp 25884 6528 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,419 basehttp 25884 8212 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,434 basehttp 25884 10588 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,441 basehttp 25884 26076 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,466 basehttp 25884 26076 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:14:42,519 basehttp 25884 26076 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2026-04-01 14:14:46,759 basehttp 25884 26076 "GET /admin/properties/propertylike/ HTTP/1.1" 200 19024
INFO 2026-04-01 14:14:46,833 basehttp 25884 26076 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:52,108 basehttp 25884 26076 "GET /admin/properties/propertyview/ HTTP/1.1" 200 12389
INFO 2026-04-01 14:14:52,181 basehttp 25884 26076 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:55,893 basehttp 25884 26076 "GET /admin/properties/property/ HTTP/1.1" 200 24859
INFO 2026-04-01 14:14:55,973 basehttp 25884 10588 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:14:56,272 basehttp 25884 26076 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2026-04-01 14:15:05,638 basehttp 25884 26076 "GET /admin/properties/property/11/change/ HTTP/1.1" 200 31370
INFO 2026-04-01 14:15:05,709 basehttp 25884 26076 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2026-04-01 14:15:05,742 basehttp 25884 16172 "GET /static/admin/js/collapse.js HTTP/1.1" 200 1803
INFO 2026-04-01 14:15:05,746 basehttp 25884 8212 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19319
INFO 2026-04-01 14:15:05,747 basehttp 25884 26076 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:15:05,749 basehttp 25884 10588 "GET /static/admin/js/calendar.js HTTP/1.1" 200 8466
INFO 2026-04-01 14:15:05,753 basehttp 25884 18164 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:15:05,753 basehttp 25884 6528 "GET /static/admin/js/inlines.js HTTP/1.1" 200 15526
INFO 2026-04-01 14:15:05,829 basehttp 25884 18164 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2026-04-01 14:15:05,830 basehttp 25884 6528 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2026-04-01 14:15:05,844 basehttp 25884 6528 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2026-04-01 14:15:05,941 basehttp 25884 6528 "GET /static/admin/img/inline-delete.svg HTTP/1.1" 200 560
INFO 2026-04-01 14:15:06,169 basehttp 25884 6528 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1086
INFO 2026-04-01 14:15:06,170 basehttp 25884 18164 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 677
INFO 2026-04-01 14:15:16,829 basehttp 25884 18164 "GET /admin/favorites/favorite/ HTTP/1.1" 200 16772
INFO 2026-04-01 14:15:16,911 basehttp 25884 18164 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:15:21,236 basehttp 25884 18164 "GET /admin/bookings/booking/ HTTP/1.1" 200 19377
INFO 2026-04-01 14:15:21,312 basehttp 25884 18164 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:15:30,523 basehttp 25884 18164 "GET /admin/users/follow/ HTTP/1.1" 200 16265
INFO 2026-04-01 14:15:30,631 basehttp 25884 18164 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:15:34,514 basehttp 25884 18164 "GET /admin/users/user/ HTTP/1.1" 200 20831
INFO 2026-04-01 14:15:34,601 basehttp 25884 18164 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:15:34,630 basehttp 25884 18164 "GET /static/admin/img/icon-no.svg HTTP/1.1" 200 560
INFO 2026-04-01 14:15:34,745 basehttp 25884 18164 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:15:34,746 basehttp 25884 6528 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2026-04-01 14:20:48,376 autoreload 25884 21648 D:\uganda-property-app\backend\realestate\wsgi.py changed, reloading.
INFO 2026-04-01 14:20:50,917 autoreload 6964 24392 Watching for file changes with StatReloader
INFO 2026-04-01 14:30:52,633 autoreload 22992 12336 Watching for file changes with StatReloader
INFO 2026-04-01 14:31:15,594 basehttp 22992 23912 "GET /admin/users/user/ HTTP/1.1" 200 23745
INFO 2026-04-01 14:31:15,688 basehttp 22992 23912 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,689 basehttp 22992 19764 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,697 basehttp 22992 23912 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,706 basehttp 22992 23912 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,711 basehttp 22992 23912 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,714 basehttp 22992 19764 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,725 basehttp 22992 19764 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,730 basehttp 22992 23912 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,750 basehttp 22992 19764 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,758 basehttp 22992 23912 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,763 basehttp 22992 27476 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,779 basehttp 22992 27476 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,783 basehttp 22992 23912 "GET /static/admin/img/icon-no.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,796 basehttp 22992 26040 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,808 basehttp 22992 22900 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2026-04-01 14:31:15,829 basehttp 22992 8268 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:31:16,090 basehttp 22992 8268 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:31:16,111 basehttp 22992 8268 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:16,111 basehttp 22992 22900 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:16,176 basehttp 22992 22900 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2026-04-01 14:31:16,204 basehttp 22992 8268 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:31:16,205 basehttp 22992 22900 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:31:16,206 basehttp 22992 26040 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 304 0
INFO 2026-04-01 14:31:27,170 basehttp 22992 26040 "GET /admin/properties/propertyview/ HTTP/1.1" 200 50688
INFO 2026-04-01 14:31:27,262 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:31:41,214 basehttp 22992 26040 "GET /admin/properties/property/ HTTP/1.1" 200 25742
INFO 2026-04-01 14:31:41,301 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:31:49,310 basehttp 22992 26040 "GET /admin/reviews/review/ HTTP/1.1" 200 37965
INFO 2026-04-01 14:31:49,393 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:31:56,967 basehttp 22992 26040 "GET /admin/users/follow/ HTTP/1.1" 200 22365
INFO 2026-04-01 14:31:57,073 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:32:02,140 basehttp 22992 26040 "GET /admin/users/user/ HTTP/1.1" 200 23745
INFO 2026-04-01 14:32:02,212 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:32:06,703 basehttp 22992 26040 "GET /admin/payments/payment/ HTTP/1.1" 200 18660
INFO 2026-04-01 14:32:06,779 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 14:32:11,251 basehttp 22992 26040 "GET /admin/bookings/booking/ HTTP/1.1" 200 20448
INFO 2026-04-01 14:32:11,329 basehttp 22992 26040 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-04-01 16:07:23,104 autoreload 18192 23144 Watching for file changes with StatReloader
INFO 2026-04-01 16:14:43,417 basehttp 18192 21516 "OPTIONS /api/properties/ HTTP/1.1" 200 0
INFO 2026-04-01 16:14:43,429 basehttp 18192 7840 "OPTIONS /api/properties/ HTTP/1.1" 200 0
INFO 2026-04-01 16:14:43,432 basehttp 18192 13460 "OPTIONS /api/users/me/ HTTP/1.1" 200 0
INFO 2026-04-01 16:14:43,440 basehttp 18192 3876 "OPTIONS /api/users/me/ HTTP/1.1" 200 0
WARNING 2026-04-01 16:14:43,523 log 18192 21516 Unauthorized: /api/properties/
WARNING 2026-04-01 16:14:43,524 log 18192 13460 Unauthorized: /api/users/me/
WARNING 2026-04-01 16:14:43,525 basehttp 18192 21516 "GET /api/properties/ HTTP/1.1" 401 172
WARNING 2026-04-01 16:14:43,526 basehttp 18192 13460 "GET /api/users/me/ HTTP/1.1" 401 172
WARNING 2026-04-01 16:14:43,531 log 18192 3876 Unauthorized: /api/properties/
WARNING 2026-04-01 16:14:43,532 basehttp 18192 3876 "GET /api/properties/ HTTP/1.1" 401 172
WARNING 2026-04-01 16:14:43,537 log 18192 13460 Unauthorized: /api/users/me/
INFO 2026-04-01 16:14:43,549 basehttp 18192 7840 "OPTIONS /api/auth/token/refresh/ HTTP/1.1" 200 0
INFO 2026-04-01 16:14:43,550 basehttp 18192 3876 "OPTIONS /api/auth/token/refresh/ HTTP/1.1" 200 0
WARNING 2026-04-01 16:14:43,550 basehttp 18192 13460 "GET /api/users/me/ HTTP/1.1" 401 172
INFO 2026-04-01 16:14:43,551 basehttp 18192 21516 "OPTIONS /api/auth/token/refresh/ HTTP/1.1" 200 0
WARNING 2026-04-01 16:14:43,646 log 18192 7840 Not Found: /api/auth/token/refresh/
WARNING 2026-04-01 16:14:43,649 basehttp 18192 7840 "POST /api/auth/token/refresh/ HTTP/1.1" 404 3234
WARNING 2026-04-01 16:14:43,657 log 18192 3876 Not Found: /api/auth/token/refresh/
WARNING 2026-04-01 16:14:43,667 basehttp 18192 3876 "POST /api/auth/token/refresh/ HTTP/1.1" 404 3234
WARNING 2026-04-01 16:14:43,675 log 18192 13460 Not Found: /api/auth/token/refresh/
WARNING 2026-04-01 16:14:43,678 log 18192 21516 Not Found: /api/auth/token/refresh/
WARNING 2026-04-01 16:14:43,708 basehttp 18192 13460 "POST /api/auth/token/refresh/ HTTP/1.1" 404 3234
WARNING 2026-04-01 16:14:43,709 basehttp 18192 21516 "POST /api/auth/token/refresh/ HTTP/1.1" 404 3234
INFO 2026-04-01 16:26:01,631 basehttp 18192 27524 "GET /api/properties/ HTTP/1.1" 200 15998
INFO 2026-04-01 16:26:01,845 basehttp 18192 27524 "GET /api/properties/ HTTP/1.1" 200 15998
INFO 2026-04-01 16:26:50,206 basehttp 18192 27524 "GET /api/properties/ HTTP/1.1" 200 15998
INFO 2026-04-01 16:26:50,339 basehttp 18192 21592 "GET /api/properties/ HTTP/1.1" 200 15998
ERROR 2026-04-01 16:28:22,106 log 18192 21592 Internal Server Error: /api/properties/71/
Traceback (most recent call last):
  File "D:\uganda-property-app\properties\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\uganda-property-app\properties\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\uganda-property-app\properties\Lib\site-packages\django\views\decorators\csrf.py", line 56, in wrapper_view
    return view_func(*args, **kwargs)
  File "D:\uganda-property-app\properties\Lib\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\generics.py", line 282, in get
    return self.retrieve(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\backend\properties\views.py", line 47, in retrieve
    return Response(serializer.data)
                    ^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\serializers.py", line 555, in data
    ret = super().data
          ^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\serializers.py", line 253, in data
    self._data = self.to_representation(self.instance)
                 ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\serializers.py", line 522, in to_representation
    ret[field.field_name] = field.to_representation(attribute)
                            ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\fields.py", line 915, in to_representation
    return int(value)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'CombinedExpression'
ERROR 2026-04-01 16:28:22,125 basehttp 18192 21592 "GET /api/properties/71/ HTTP/1.1" 500 131982
ERROR 2026-04-01 16:28:22,303 log 18192 27524 Internal Server Error: /api/properties/71/
Traceback (most recent call last):
  File "D:\uganda-property-app\properties\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\uganda-property-app\properties\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\uganda-property-app\properties\Lib\site-packages\django\views\decorators\csrf.py", line 56, in wrapper_view
    return view_func(*args, **kwargs)
  File "D:\uganda-property-app\properties\Lib\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\generics.py", line 282, in get
    return self.retrieve(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\backend\properties\views.py", line 47, in retrieve
    return Response(serializer.data)
                    ^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\serializers.py", line 555, in data
    ret = super().data
          ^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\serializers.py", line 253, in data
    self._data = self.to_representation(self.instance)
                 ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\serializers.py", line 522, in to_representation
    ret[field.field_name] = field.to_representation(attribute)
                            ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "D:\uganda-property-app\properties\Lib\site-packages\rest_framework\fields.py", line 915, in to_representation
    return int(value)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'CombinedExpression'
ERROR 2026-04-01 16:28:22,311 basehttp 18192 27524 "GET /api/properties/71/ HTTP/1.1" 500 131982
INFO 2026-04-01 16:31:09,516 autoreload 18192 23144 D:\uganda-property-app\backend\properties\views.py changed, reloading.
INFO 2026-04-01 16:31:12,322 autoreload 24864 23156 Watching for file changes with StatReloader
INFO 2026-04-01 16:35:30,117 autoreload 24864 23156 D:\uganda-property-app\backend\properties\serializers.py changed, reloading.
INFO 2026-04-01 16:35:32,308 autoreload 19932 19912 Watching for file changes with StatReloader
INFO 2026-04-01 16:35:39,462 basehttp 19932 23132 "GET /api/properties/71/ HTTP/1.1" 200 1135
INFO 2026-04-01 16:35:39,560 basehttp 19932 23132 "GET /api/properties/71/ HTTP/1.1" 200 1135
INFO 2026-04-01 16:35:39,669 basehttp 19932 2600 "GET /api/reviews/?agent=86 HTTP/1.1" 200 9037
INFO 2026-04-01 16:35:39,983 basehttp 19932 2600 "GET /api/reviews/?agent=86 HTTP/1.1" 200 9037
INFO 2026-04-01 16:37:41,055 basehttp 19932 2600 "GET /api/properties/71/ HTTP/1.1" 200 1135
INFO 2026-04-01 16:37:41,153 basehttp 19932 23132 "GET /api/properties/71/ HTTP/1.1" 200 1135
INFO 2026-04-01 16:37:41,211 basehttp 19932 2600 "GET /api/reviews/?agent=86 HTTP/1.1" 200 9037
INFO 2026-04-01 16:37:41,408 basehttp 19932 2600 "GET /api/reviews/?agent=86 HTTP/1.1" 200 9037
INFO 2026-04-01 16:38:19,112 basehttp 19932 2600 "GET /api/properties/71/ HTTP/1.1" 200 1135
INFO 2026-04-01 16:38:19,290 basehttp 19932 23132 "GET /api/properties/71/ HTTP/1.1" 200 1135
